sl,PubChem_CID,drugbank_id,name,inchikey,inchi,description,smiles,logP,DIRIL_Rank,2023 ATC Search Name,2023 DDD,2023 Unit
31,3715,DB00328,Indomethacin,CGIGDMFJXJATDK-UHFFFAOYSA-N,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)","Indometacin, or indomethacin, is a non-steroidal anti-inflammatory drug (NSAID) with anti-inflammatory, analgesic, and antipyretic properties. NSAIDs consist of agents that are structurally unrelated; the NSAID chemical classification of indometacin is an indole-acetic acid derivative with the chemical name 1- (p-chlorobenzoyl)25-methoxy-2-methylindole-3-acetic acid.[A177871] The pharmacological effect of indometacin is not fully understood, however, it is thought to be mediated through potent and nonselective inhibition of the enzyme cyclooxygenase (COX), which is the main enzyme responsible for catalyzes the rate-limiting step in prostaglandin and thromboxane biosynthesis via the arachidonic acid (AA) pathway. Indometacin was first discovered in 1963 and it was first approved for use in the U.S. by the Food and Drug Administration in 1965, [A486] along with other acetic acid derivatives such as [diclofenac] and [sulindac] that were also developed during the 1960s.[A177871] Since then, indometacin has been extensively studied in clinical trials as one of the most potent NSAIDs in blocking prostaglandin synthesis and was among the first NSAIDs to be used in the symptomatic treatment of migraine and for headaches that eventually became known as “indomethacin-responsive” headache disorders.[A177871] 

Most commonly used in rheumatoid arthritis, ankylosing spondylitis, osteoarthritis, acute shoulder pains, and acute gouty arthritis, indometacin is currently available as oral capsules as well as other methods of administration, including rectal and intravenous formulations. Intravenous indometacin is administered to close a hemodynamically significant patent ductus arteriosus, as indicated by clinical evidence, in premature infants.[L10553] Ophthalmic indometacin has been studied and used in the symptomatic treatment of postoperative ocular inflammation and pain and/or complications after cataract surgery. Although deemed effective in reducing ocular inflammation in clinical studies, topical NSAIDs were also associated with a potential reduction in corneal sensitivity accompanied by an increased risk of superficial punctate keratitis and subjective symptoms of discomfort, including pain, burning or pricking, or a tingling sensation after instillation into the cul‐de‐sac.[A177949]",COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,4.27,Nephrotoxic,Indometacin,0.1,g
32,4594,DB00338,Omeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,"InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)","Originally approved by the FDA in 1989, omeprazole is a _proton-pump inhibitor_, used to treat gastric acid-related disorders. These disorders may include gastroesophageal reflux disease (GERD), peptic ulcer disease, and other diseases characterized by the oversecretion of gastric acid.  This drug was the first clinical useful drug in its class, and its approval was followed by the formulation of many other proton pump inhibitor drugs [A174232]. Omeprazole is generally effective and well-tolerated, promoting its popular use in children and adults [FDA label].",COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,2.23,Nephrotoxic,Omeprazole,20,mg
33,3016,DB00829,Diazepam,AAOVKJBEBIDNHE-UHFFFAOYSA-N,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3","A benzodiazepine with anticonvulsant, anxiolytic, sedative, muscle relaxant, and amnesic properties and a long duration of action. Its actions are mediated by enhancement of gamma-aminobutyric acid activity. It is used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome. (From Martindale, The Extra Pharmacopoeia, 30th ed, p589)

Given diazepam's storied history as a commonly used and effective medication for a variety of indications, contemporary advancements in the formulation and administration of the agent include the development and US FDA approval of an auto-injectable formulation for the rapid treatment of uncontrolled seizures in 2015-2016 [L5200]. Combining diazepam, a proven effective therapy for acute repetitive seizures, with an auto-injector designed for subcutaneous administration that is quickly and easily administered offers the potential for complete, consistent drug absorption and rapid onset of effect [L5200]. This current development is subsequently an important addition to the rescue therapy tool chest for patients with epilepsy [L5200].",CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,2.82,Non-Nephrotoxic,Diazepam,10,mg
34,3637,DB01275,Hydralazine,RPTUSVTUFVMDQK-UHFFFAOYSA-N,"InChI=1S/C8H8N4/c9-11-8-7-4-2-1-3-6(7)5-10-12-8/h1-5H,9H2,(H,11,12)","Originally developed in the 1950s as a malaria treatment, hydralazine showed antihypertensive ability and was soon repurposed.[A186841] Hydralazine is a hydrazine derivative vasodilator used alone or as adjunct therapy in the treatment of hypertension and only as adjunct therapy in the treatment of heart failure.[A186820,L8782,L8785] Hydralazine is no longer a first line therapy for these indications since the development of newer antihypertensive medications.[T691]

Hydralazine hydrochloride was FDA approved on 15 January 1953.[L8779]",NNC1=NN=CC2=CC=CC=C12,1,Nephrotoxic,Hydralazine,0.1,g
35,6604200,DB00698,Nitrofurantoin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)/b9-3+","Nitrofurantoin is a nitrofuran antibiotic used to treat uncomplicated urinary tract infections.[L6856,L6859,L6862] Nitrofurantoin is converted by bacterial nitroreductases to electrophilic intermediates which inhibit the citric acid cycle as well as synthesis of DNA, RNA, and protein.[A179824] This drug is more resistant to the development of bacterial resistance because it acts on many targets at once.[A179824] Nitrofurantoin is a second line treatment to [trimethoprim]/[sulfamethoxazole].[A179830]

Nitrofurantoin was granted FDA approval on 6 February 1953.[L6895]",[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,-0.47,Non-Nephrotoxic,Nitrofurantoin,0.2,g
36,5546,DB00384,Triamterene,FNYLWPVRPXGIIP-UHFFFAOYSA-N,"InChI=1S/C12H11N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H6,13,14,15,17,18,19)","Triamterene (2,4,7-triamino-6-phenylpteridine) is a potassium-sparing diuretic that is used in the management of hypertension. It works by promoting the excretion of sodium ions and water while decreasing the potassium excretion in the distal part of the nephron in the kidneys by working on the lumenal side.[A177985] Since it acts on the distal nephron where only a small fraction of sodium ion reabsorption occurs, triamterene is reported to have limited diuretic efficacy.[T28] Due to its effects on increased serum potassium levels, triamterene is associated with a risk of producing hyperkalemia. Triamterene is a weak antagonist of folic acid, and a photosensitizing drug.[L6163] 

Triamterene was approved by the Food and Drug Administration in the U.S. in 1964.[L6163] Currently, triamterene is used in the treatment of edema associated with various conditions as monotherapy and is approved for use with other diuretics to enhance diuretic and potassium-sparing effects.[L6166] It is also found in a combination product with hydrochlorothiazide that is used for the management of hypertension or treatment of edema in patients who develop hypokalemia on hydrochlorothiazide alone.",NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,0.98,Nephrotoxic,Triamterene,0.1,g
37,26934,DB00397,Phenylpropanolamine,DLNKOYKMWOXYQA-UHFFFAOYSA-N,"InChI=1S/C9H13NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,9,11H,10H2,1H3","Phenylpropanolamine is a sympathomimetic agent that acts as a nonselective adrenergic receptor agonist and norepinephrine reuptake inhibitor. It has been used as a decongestant and appetite suppressant. Currently, it is withdrawn from the market in Canada and the United States due to the risk for hemorrahgic strokes.",CC(N)C(O)C1=CC=CC=C1,0.67,Non-Nephrotoxic,Phenylpropanolamine,0.1,g
38,667490,DB01033,Mercaptopurine,GLVAUDGFNGKCSF-UHFFFAOYSA-N,"InChI=1S/C5H4N4S/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","An antimetabolite antineoplastic agent with immunosuppressant properties. It interferes with nucleic acid synthesis by inhibiting purine metabolism and is used, usually in combination with other drugs, in the treatment of or in remission maintenance programs for leukemia.",S=C1N=CNC2=C1NC=N2,0.01,Non-Nephrotoxic,Mercaptopurine,See Dosage Label Dosage Notes,See Dosage Label Dosage Notes
39,1978,DB01193,Acebutolol,GOEMGAFJFRBGGG-UHFFFAOYSA-N,"InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)",A cardioselective beta-adrenergic antagonist with little effect on the bronchial receptors. The drug has stabilizing and quinidine-like effects on cardiac rhythm as well as weak inherent sympathomimetic action.,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,1.71,Non-Nephrotoxic,Acebutolol,0.4,g
40,2092,DB00346,Alfuzosin,WNMJYKCGWZFFKR-UHFFFAOYSA-N,"InChI=1S/C19H27N5O4/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23)","Benign prostatic hyperplasia (BPH) refers to a benign growth or hyperplasia of the prostate and leads to lower urinary tract symptoms in men, such as urgency, frequency and changes to urine flow. The prevalence of BPH is as high as 50%-60% for males in their 60's, and this prevalence increases to 80%-90% of those over 70.[A228483] Alfuzosin is an alpha-1 adrenergic blocker used in the symptomatic treatment of BPH that works by relaxing the muscles in the prostate and bladder neck.[L31593] It was initially approved by the FDA in 2003 and is marketed by several pharmaceutical companies.[L9251]",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,1.604,Nephrotoxic,Alfuzosin,7.5,mg
41,2099,DB00969,Alosetron,JSWZEAMFRNKZNL-UHFFFAOYSA-N,"InChI=1S/C17H18N4O/c1-11-13(19-10-18-11)9-21-8-7-15-16(17(21)22)12-5-3-4-6-14(12)20(15)2/h3-6,10H,7-9H2,1-2H3,(H,18,19)","Alosetron is a 5-HT3 antagonist used only for the management of severe diarrhoea-predominant irritable bowel syndrome (IBS) in women. Alosetron has an antagonist action on the 5-HT3 receptors and thus may modulate serotonin-sensitive gastrointestinal (GI) processes. Alosetron was voluntarily withdrawn from the US market in November 2000 by the manufacturer due to numerous reports of severe adverse effects including ischemic colitis, severely obstructed or ruptured bowel, and death. In June 2002, the FDA approved a supplemental new drug application allowing the remarketing of the drug under restricted conditions of use.",CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,2,Non-Nephrotoxic,Alosetron,1,mg
42,2145,DB00357,Aminoglutethimide,ROBVIMPUHSLWNV-UHFFFAOYSA-N,"InChI=1S/C13H16N2O2/c1-2-13(8-7-11(16)15-12(13)17)9-3-5-10(14)6-4-9/h3-6H,2,7-8,14H2,1H3,(H,15,16,17)","An aromatase inhibitor that produces a state of ""medical"" adrenalectomy by blocking the production of adrenal steroids. It also blocks the conversion of androgens to estrogens. Aminoglutethimide has been used in the treatment of advanced breast and prostate cancer. It was formerly used for its weak anticonvulsant properties. (From Martindale, The Extra Pharmacopoeia, 30th ed, p454)",CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,1.3,Non-Nephrotoxic,Aminoglutethimide,1,g
43,2162,DB00381,Amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,"InChI=1S/C20H25ClN2O5/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21/h5-8,17,23H,4,9-11,22H2,1-3H3","Amlodipine, initially approved by the FDA in 1987, is a popular antihypertensive drug belonging to the group of drugs called _dihydropyridine calcium channel blockers_.  Due to their selectivity for the peripheral blood vessels, dihydropyridine calcium channel blockers are associated with a lower incidence of myocardial depression and cardiac conduction abnormalities than other calcium channel blockers [A175327].

Amlodipine is commonly used in the treatment of high blood pressure and angina. Amlodipine has antioxidant properties and an ability to enhance the production of nitric oxide (NO), an important vasodilator that decreases blood pressure [A175321].  The option for single daily dosing of amlodipine is an attractive feature of this drug [FDA label].",CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,3,Non-Nephrotoxic,Amlodipine,5,mg
44,2315,DB00436,Bendroflumethiazide,HDWIHXWEUNVBIY-UHFFFAOYSA-N,"InChI=1S/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)","A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. It has been used in the treatment of familial hyperkalemia, hypertension, edema, and urinary tract disorders. (From Martindale, The Extra Pharmacopoeia, 30th ed, p810)",NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,1.89,Non-Nephrotoxic,Bendroflumethiazide,2.5,mg
45,12555,DB09084,Benzydamine,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,"InChI=1S/C19H23N3O/c1-21(2)13-8-14-23-19-17-11-6-7-12-18(17)22(20-19)15-16-9-4-3-5-10-16/h3-7,9-12H,8,13-15H2,1-2H3","Benzydamine (also known as Tantum Verde or Difflam), available as the hydrochloride salt, is a locally-acting nonsteroidal anti-inflammatory drug (NSAID) with local anaesthetic and analgesic properties. It is used topically for pain relief and anti-inflammatory treatment of the mouth, throat, or muscoskeletal system.

Although the indazole analogue benzydamine is a non-steroidal anti-inflammatory drug (NSAID), it has various physicochemical properties and pharmacologic activities that are different from those of traditional aspirin-like NSAIDs but facilitate benzydamine's mechanism of action as an effective locally-acting NSAID with local anaesthetic and analgesic properties. Moreover, unlike aspirin-like NSAIDs which are acids or metabolised to acids, benzydamine is in fact a weak base.",CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,,Non-Nephrotoxic,Benzydamine,0.15,g
46,2391,DB09020,Bisacodyl,KHOITXIGCFIULA-UHFFFAOYSA-N,"InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3","Bisacodyl, a diphenylmethane derivative, is a commonly used over the counter stimulant laxative for occasional constipation.[A233300,L13362] Both bisacodyl and [picosulfate] are metabolized to the same active metabolite bis-(p-hydroxyphenyl)-pyridyl-2-methane (BHPM).[A233290,A233300,A207700]

Bisacodyl was patented on 25 September 1956[L33045] but has been used as a laxative since 1952.[A233300]",CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,,Non-Nephrotoxic,Bisacodyl,10,mg
47,121396,DB06775,Carglumic acid,LCQLHJZYVOQKHU-VKHMYHEASA-N,"InChI=1S/C6H10N2O5/c7-6(13)8-3(5(11)12)1-2-4(9)10/h3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/t3-/m0/s1","Carglumic acid is a drug used for the treatment of hyperammonemia in patients with a deficiency in N-acetyl glutamate synthase. This rare genetic disorder results in elevated blood levels of ammonia, which can eventually cross the blood–brain barrier and cause neurologic problems, cerebral edema, coma, and death. Carglumic acid was approved by the U.S. Food and Drug Administration (FDA) on 18 March 2010.",NC(=O)N[C@@H](CCC(O)=O)C(O)=O,-1.097,Non-Nephrotoxic,Carglumic acid,0.2,g
48,2576,DB00395,Carisoprodol,OFZCIYFFPZCNJE-UHFFFAOYSA-N,"InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)","Originally approved by the FDA in 1959 [FDA label], carisoprodol is a centrally acting muscle relaxant used in painful musculoskeletal conditions in conjunction with physical therapy and other medications [A176047].  This drug is available by itself in an oral tablet or combined with aspirin, or in a fixed-dose combination with both aspirin and codeine [FDA label, F4060, F4069].

In January 2012, this drug was classified as a Schedule IV substance under the controlled substances act in several US states due to alarming rates of abuse [A176062, A176077] despite having a low potential for abuse in addition to a low risk of dependence [L5074].",CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.1,Non-Nephrotoxic,Carisoprodol,1.4,g
49,2727,DB00672,Chlorpropamide,RKWGIWYCVPQPMF-UHFFFAOYSA-N,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)","Chlorpropamide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Chlorpropamide is not recommended for the treatment of NIDDM as it increases blood pressure and the risk of retinopathy (UKPDS-33). Up to 80% of the single oral dose of chlorpropramide is metabolized, likely in the liver; 80-90% of the dose is excreted in urine as unchanged drug and metabolites. Renal and hepatic dysfunction may increase the risk of hypoglycemia.",CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,2.27,Non-Nephrotoxic,Chlorpropamide,0.375,g
